QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
869,36.0,<observational-astronomy><extra-terrestrial><life>,2013-11-05 17:01:21.747,870.0,12,127,1,0,870,12.0,869,2013-11-05 17:30:20.730,8,1
871,36.0,<star><red-giant>,2013-11-05 18:17:46.953,873.0,12,6060,1,2,873,13.0,871,2013-11-05 18:33:17.067,11,0
872,36.0,<orbit><planet>,2013-11-05 18:30:49.010,890.0,23,2602,4,1,890,115.0,872,2013-11-07 18:16:26.573,11,0
874,36.0,<big-bang-theory><matter>,2013-11-05 19:04:49.320,882.0,20,2738,7,2,882,58.0,874,2013-11-06 18:01:41.017,21,1
878,383.0,<telescope>,2013-11-05 22:41:20.300,880.0,6,5378,1,3,880,45.0,878,2013-11-06 00:57:11.113,4,3
884,36.0,<telescope><space><space-telescope>,2013-11-06 19:59:26.777,887.0,8,276,1,1,887,114.0,884,2013-11-07 02:41:24.563,6,0
888,50.0,<amateur-observing><supernova><photography>,2013-11-07 08:19:46.417,936.0,8,694,3,0,936,141.0,888,2013-11-15 18:34:47.577,8,0
891,36.0,<gravity><universe><comets><speed>,2013-11-07 18:29:42.743,895.0,32,20879,5,6,895,28.0,891,2013-11-07 23:04:54.860,34,11
902,304.0,<exoplanet><observational-astronomy><telescope>,2013-11-10 09:23:14.237,905.0,6,192,1,0,905,13.0,902,2013-11-10 15:50:57.650,6,1
906,407.0,<binary-star><mass>,2013-11-11 15:00:21.700,913.0,8,284,1,0,913,38.0,906,2013-11-12 15:36:17.797,4,0
908,304.0,<exoplanet><observational-astronomy><telescope><heat><fermi-paradox>,2013-11-12 01:12:37.857,911.0,4,382,1,0,911,412.0,908,2013-11-12 05:40:12.447,9,0
912,115.0,<dust><interstellar-medium><galactic-dynamics>,2013-11-12 13:45:04.650,919.0,9,94,1,3,919,115.0,912,2013-11-13 12:35:50.873,3,0
916,416.0,<saturn><planetary-ring>,2013-11-13 06:31:58.680,953.0,10,220,1,0,953,448.0,916,2013-11-19 08:30:41.570,4,1
922,209.0,<oort-cloud>,2013-11-13 16:46:41.953,923.0,11,320,2,1,923,43.0,922,2013-11-13 22:12:09.467,4,10
925,36.0,<universe>,2013-11-14 18:16:15.383,927.0,11,3573,10,7,927,6.0,925,2013-11-14 21:15:32.230,13,0
931,83.0,<star>,2013-11-15 15:36:42.100,972.0,9,186,1,0,972,457.0,931,2013-11-20 14:43:54.123,11,3
932,43.0,<star><distances>,2013-11-15 16:01:11.913,940.0,5,225,1,0,940,276.0,932,2013-11-17 08:49:10.667,7,4
937,21.0,<horizon>,2013-11-15 19:08:59.477,963.0,10,396,2,3,963,21.0,937,2013-11-20 04:30:55.917,1,1
942,379.0,<star><light>,2013-11-17 08:52:00.143,952.0,14,5751,4,5,952,448.0,942,2013-11-19 08:20:21.607,3,2
945,431.0,<observational-astronomy>,2013-11-17 18:29:44.150,946.0,4,680,1,0,946,13.0,945,2013-11-18 12:24:14.443,5,1
947,92.0,<cosmology><cosmological-inflation><general-relativity><dark-energy>,2013-11-18 13:10:38.717,980.0,6,424,1,2,980,467.0,947,2013-11-21 05:35:16.923,6,0
948,50.0,<amateur-observing><telescope><optics>,2013-11-18 14:33:01.907,949.0,4,808,1,0,949,281.0,948,2013-11-18 15:48:33.880,4,1
964,458.0,<interstellar-medium>,2013-11-20 04:55:00.393,965.0,15,1833,3,0,965,13.0,964,2013-11-20 06:31:02.240,11,0
966,460.0,<the-moon><orbit><earth><distances>,2013-11-20 06:37:21.087,967.0,20,29434,2,0,967,13.0,966,2013-11-20 07:08:34.320,15,10
969,461.0,<the-sun><neptune><uranus>,2013-11-20 12:26:06.027,971.0,15,1110,2,0,971,50.0,969,2013-11-20 14:36:07.780,14,2
970,209.0,<planet><observational-astronomy>,2013-11-20 14:13:38.147,974.0,15,557,4,1,974,281.0,970,2013-11-20 14:59:24.167,13,5
973,462.0,<the-sun><magnetic-field>,2013-11-20 14:53:03.680,982.0,12,228,1,0,982,209.0,973,2013-11-21 06:55:58.807,8,0
978,468.0,<planet><gravity>,2013-11-21 04:48:01.427,981.0,19,2343,4,1,981,209.0,978,2013-11-21 06:52:40.260,17,1
1001,479.0,<distances><universe><laws-of-physics><space-time>,2013-11-24 15:48:08.387,1002.0,23,5425,4,2,1002,45.0,1001,2013-11-24 17:19:24.797,20,3
1003,481.0,<amateur-observing><observational-astronomy><photography>,2013-11-24 17:56:50.880,1015.0,16,871,1,4,1015,188.0,1003,2013-11-25 22:14:34.847,11,0
1007,462.0,<black-hole>,2013-11-25 04:21:29.460,1230.0,19,2117,3,0,1230,661.0,1007,2013-12-22 02:38:47.537,19,1
1018,490.0,<star><galaxy><nebula><naked-eye>,2013-11-26 13:55:43.463,1019.0,19,13591,1,3,1019,6.0,1018,2013-11-26 16:02:12.950,8,4
1021,6.0,<exoplanet><climate>,2013-11-26 18:20:48.700,1022.0,8,242,1,2,1022,457.0,1021,2013-11-27 04:34:07.660,6,1
1025,490.0,<amateur-observing>,2013-11-27 10:41:16.097,1026.0,10,1338,1,0,1026,494.0,1025,2013-11-27 12:17:27.293,7,0
1028,496.0,<fundamental-astronomy><ascension><declination>,2013-11-27 16:19:55.220,1061.0,10,13886,1,7,1061,509.0,1028,2013-12-04 15:27:02.477,5,10
1029,417.0,<galaxy><universe><galaxy-cluster>,2013-11-27 20:49:04.123,1038.0,12,871,2,0,1038,45.0,1029,2013-11-29 22:17:55.383,4,2
1031,499.0,<radio-astronomy>,2013-11-28 20:23:04.347,1040.0,8,4748,2,0,1040,276.0,1031,2013-11-30 03:23:31.637,8,0
1035,21.0,<the-moon>,2013-11-29 17:59:27.930,1036.0,5,530,1,0,1036,13.0,1035,2013-11-29 19:29:45.040,5,0
1037,500.0,<exoplanet><extra-terrestrial>,2013-11-29 21:30:45.270,1112.0,15,651,4,4,1112,6.0,1037,2013-12-10 14:29:37.677,4,0
1044,502.0,<natural-satellites><volcanism>,2013-12-01 11:16:59.027,1045.0,6,79,1,0,1045,13.0,1044,2013-12-01 12:46:57.673,3,0
1049,503.0,<star>,2013-12-03 05:09:32.093,1050.0,12,510,1,2,1050,473.0,1049,2013-12-03 06:22:12.237,5,1
1056,511.0,<star><planet><black-hole><distances>,2013-12-04 07:46:33.977,1057.0,9,484,2,0,1057,473.0,1056,2013-12-04 09:05:54.247,6,4
1062,513.0,<the-sun><observational-astronomy><apparent-magnitude>,2013-12-04 11:53:49.823,1063.0,21,2355,2,0,1063,512.0,1062,2013-12-04 16:38:39.687,24,0
1065,520.0,<the-sun>,2013-12-05 09:10:38.903,1067.0,11,780,5,1,1067,204.0,1065,2013-12-05 13:40:11.527,6,4
1068,204.0,<earth><mars><life>,2013-12-05 14:19:22.300,1079.0,31,1982,2,3,1079,209.0,1068,2013-12-06 09:54:27.983,15,7
1080,536.0,<orbit>,2013-12-06 16:43:40.367,1560.0,8,708,1,5,1560,889.0,1080,2014-01-29 20:15:44.143,6,1
1081,537.0,<universe><gravity><matter><dark-matter>,2013-12-06 17:04:43.907,1082.0,19,507,1,2,1082,45.0,1081,2013-12-06 17:36:03.460,12,4
1084,503.0,<distances>,2013-12-07 04:02:32.407,1091.0,1,969,3,1,1091,546.0,1084,2013-12-07 23:39:02.903,4,0
1093,549.0,<the-moon><earth><distances>,2013-12-08 07:29:52.590,1094.0,12,2545,1,0,1094,13.0,1093,2013-12-08 08:13:06.597,10,2
1095,551.0,<solar-system><planet>,2013-12-08 10:42:52.113,1152.0,8,873,2,1,1152,88.0,1095,2013-12-13 09:50:36.873,7,0
1100,557.0,<amateur-observing><observational-astronomy><fundamental-astronomy>,2013-12-09 18:03:21.887,1104.0,6,4690,1,0,1104,473.0,1100,2013-12-09 20:08:18.470,2,2
1101,559.0,<the-moon><the-sun><orbit>,2013-12-09 18:34:20.593,1113.0,15,689,3,1,1113,58.0,1101,2013-12-10 14:43:43.743,13,0
1105,539.0,<spectroscopy><redshift>,2013-12-09 21:10:48.710,1109.0,15,1775,3,0,1109,467.0,1105,2013-12-10 01:40:05.550,9,5
1107,399.0,<fundamental-astronomy><coordinate>,2013-12-10 01:16:49.263,1111.0,5,248,1,0,1111,50.0,1107,2013-12-10 10:04:01.490,3,2
1114,204.0,<mars><water>,2013-12-10 15:22:18.090,1119.0,11,414,1,0,1119,537.0,1114,2013-12-10 20:02:59.793,6,2
1116,21.0,<azimuth>,2013-12-10 16:38:05.943,1122.0,7,141,1,2,1122,21.0,1116,2013-12-10 21:47:22.243,2,0
1117,536.0,<the-moon><telescope>,2013-12-10 19:38:52.020,1118.0,18,3044,1,0,1118,537.0,1117,2013-12-10 19:50:31.833,12,2
1123,572.0,<the-moon><naming>,2013-12-10 21:49:54.383,1129.0,13,73,2,0,1129,88.0,1123,2013-12-11 11:29:50.877,8,2
1126,579.0,<earth><rotation>,2013-12-11 10:55:03.567,1127.0,11,1164,3,2,1127,473.0,1126,2013-12-11 11:05:51.050,3,4
1133,204.0,<the-sun><solar-system><jupiter>,2013-12-11 16:16:54.367,1135.0,14,3730,3,9,1135,555.0,1133,2013-12-11 19:26:47.703,9,2
1137,585.0,<orbit><orbital-elements>,2013-12-12 00:59:56.273,1153.0,3,272,1,2,1153,494.0,1137,2013-12-13 10:13:34.197,3,1
1143,257.0,<comets>,2013-12-12 18:50:03.147,1144.0,6,89,1,0,1144,537.0,1143,2013-12-12 20:20:54.393,3,1
1146,343.0,<orbit>,2013-12-12 20:50:44.937,1159.0,5,134,2,4,1159,599.0,1146,2013-12-13 17:07:45.213,5,0
1158,537.0,<amateur-observing><observational-astronomy><bortle-scale><binoculars>,2013-12-13 15:10:55.913,1175.0,5,269,2,1,1175,50.0,1158,2013-12-15 10:48:26.493,3,3
1160,465.0,<galaxy><milky-way><velocity>,2013-12-13 18:10:31.763,1162.0,12,469,1,0,1162,537.0,1160,2013-12-13 21:29:12.287,5,0
1165,257.0,<gravity><comets>,2013-12-14 00:30:52.867,1187.0,7,1099,3,0,1187,58.0,1165,2013-12-16 14:48:48.277,11,0
1177,462.0,<distances><cepheids>,2013-12-16 01:03:55.783,1178.0,7,400,1,1,1178,608.0,1177,2013-12-16 02:15:14.887,10,2
1184,614.0,<orbit><earth><climate>,2013-12-16 13:46:03.487,1189.0,16,4833,6,6,1189,58.0,1184,2013-12-16 17:44:51.417,38,0
1188,557.0,<the-moon><amateur-observing><observational-astronomy>,2013-12-16 15:50:15.717,1325.0,9,1987,2,4,1325,286.0,1188,2014-01-06 16:22:58.767,2,0
1197,257.0,<solar-wind>,2013-12-17 20:40:52.657,1232.0,4,4047,2,2,1232,615.0,1197,2013-12-23 10:02:56.957,5,2
1201,379.0,<solar-system><gravity><newtonian-gravity>,2013-12-18 06:12:29.327,1205.0,12,1161,2,10,1205,633.0,1201,2013-12-18 17:10:27.770,15,9
1206,537.0,<black-hole><milky-way><radio-astronomy><general-relativity>,2013-12-18 18:39:10.683,1263.0,7,606,2,0,1263,694.0,1206,2013-12-28 15:53:04.067,6,2
1208,128.0,<amateur-observing><newtonian-telescope><messier-catalog>,2013-12-18 23:18:38.867,1211.0,10,1593,1,3,1211,50.0,1208,2013-12-19 10:43:32.430,5,5
1213,399.0,<the-sun><observational-astronomy>,2013-12-19 13:27:59.530,1215.0,7,1561,1,2,1215,45.0,1213,2013-12-19 17:51:52.460,5,0
1221,653.0,<star><amateur-observing>,2013-12-20 10:05:16.893,1222.0,6,341,1,2,1222,276.0,1221,2013-12-20 10:48:15.347,5,8
1234,662.0,<star><orbit><planet>,2013-12-23 15:10:05.213,1239.0,17,1885,3,2,1239,661.0,1234,2013-12-24 08:35:57.890,13,0
1236,257.0,<planet><orbit><exoplanet><natural-satellites>,2013-12-23 17:38:13.063,1237.0,14,376,1,3,1237,537.0,1236,2013-12-23 18:31:40.203,18,0
1240,537.0,<star><the-sun><observational-astronomy><distances><size>,2013-12-24 15:10:51.093,1329.0,9,858,1,3,1329,746.0,1240,2014-01-06 17:32:13.067,2,0
1257,257.0,<planet><exoplanet>,2013-12-28 00:13:28.147,1312.0,8,147,2,3,1312,257.0,1257,2014-01-05 16:05:50.187,0,1
1259,701.0,<observational-astronomy>,2013-12-28 03:07:39.797,1260.0,9,4522,3,0,1260,13.0,1259,2013-12-28 09:34:01.260,10,0
1264,704.0,<amateur-observing><supernova>,2013-12-28 16:44:07.070,1265.0,9,2068,1,6,1265,63.0,1264,2013-12-28 17:06:18.143,6,6
1266,703.0,<black-hole><explosion>,2013-12-28 20:04:41.440,1268.0,4,131,1,0,1268,13.0,1266,2013-12-28 22:30:28.390,4,2
1269,63.0,<galaxy><milky-way>,2013-12-29 00:20:11.773,1275.0,18,2303,3,0,1275,633.0,1269,2013-12-29 16:25:31.440,15,6
1270,707.0,<light>,2013-12-29 07:06:46.027,1277.0,10,527,1,4,1277,115.0,1270,2013-12-29 19:39:55.470,6,0
1278,537.0,<galaxy><milky-way><classification><local-group>,2013-12-30 19:21:27.407,1290.0,18,1805,1,3,1290,668.0,1278,2014-01-02 20:43:51.150,8,1
1286,718.0,<telescope-lens>,2014-01-02 01:37:59.990,1288.0,9,193,1,0,1288,720.0,1286,2014-01-02 19:55:39.247,10,1
1291,503.0,<rotation><neutron-star><speed>,2014-01-03 02:46:59.027,1292.0,9,12359,2,0,1292,537.0,1291,2014-01-03 13:25:02.627,12,1
1293,730.0,<the-moon><earth><tidal-forces>,2014-01-03 17:26:59.120,1303.0,6,469,1,0,1303,473.0,1293,2014-01-04 00:35:39.097,4,6
1295,731.0,<earth><the-sun>,2014-01-03 17:50:34.377,1302.0,5,805,1,0,1302,473.0,1295,2014-01-04 00:29:01.460,2,1
1296,537.0,<black-hole><temperature><heat><supermassive-black-hole>,2014-01-03 18:50:56.613,1298.0,5,151,1,0,1298,13.0,1296,2014-01-03 19:58:34.957,4,0
1299,692.0,<universe>,2014-01-03 22:51:58.677,1342.0,8,2321,2,7,1342,746.0,1299,2014-01-08 03:29:08.580,4,11
1304,204.0,<milky-way><galaxy-center>,2014-01-04 10:18:37.580,1306.0,11,9078,2,0,1306,537.0,1304,2014-01-04 15:08:59.273,16,8
1305,735.0,<observational-astronomy>,2014-01-04 14:20:27.647,1307.0,8,173,1,0,1307,45.0,1305,2014-01-04 16:22:47.447,6,1
1309,692.0,<galaxy><artificial-satellite><navigation><interstellar-travel><space-probe>,2014-01-04 18:37:20.490,1321.0,15,1605,1,1,1321,746.0,1309,2014-01-06 05:30:39.790,6,5
1313,740.0,<space>,2014-01-05 19:35:17.857,1322.0,3,59,1,3,1322,746.0,1313,2014-01-06 06:10:39.253,2,0
1330,749.0,<gravity><redshift>,2014-01-06 18:04:33.853,1331.0,10,887,1,0,1331,746.0,1330,2014-01-06 18:51:48.937,3,7
1335,753.0,<mars><life>,2014-01-07 15:54:47.670,1336.0,1,80,1,15,1336,746.0,1335,2014-01-07 16:28:13.040,2,0
1344,760.0,<atmosphere><asteroids><artificial-satellite>,2014-01-08 13:46:50.040,1345.0,6,290,1,1,1345,746.0,1344,2014-01-08 14:05:51.543,7,6
1348,761.0,<orbit><fundamental-astronomy><binary-star>,2014-01-08 22:49:24.967,1420.0,7,1332,2,2,1420,761.0,1348,2014-01-13 17:16:44.963,1,1
1349,128.0,<galaxy>,2014-01-09 00:27:30.437,1351.0,3,402,1,3,1351,746.0,1349,2014-01-09 01:33:45.917,2,1
1350,529.0,<nebula>,2014-01-09 01:24:35.220,1352.0,8,595,3,0,1352,746.0,1350,2014-01-09 02:15:24.610,6,0
1357,749.0,<general-relativity><redshift><expansion>,2014-01-09 16:35:23.733,1366.0,6,458,3,0,1366,746.0,1357,2014-01-09 19:22:55.627,4,12
1359,294.0,<planet>,2014-01-09 17:16:17.643,1360.0,12,530,3,3,1360,746.0,1359,2014-01-09 18:22:52.720,5,1
1367,537.0,<distances><light><space-time><intergalactic-space>,2014-01-09 20:45:06.780,1370.0,6,897,1,0,1370,746.0,1367,2014-01-09 22:14:16.087,5,0
1375,718.0,<gravity><light><general-relativity><speed><special-relativity>,2014-01-10 01:11:12.637,1396.0,8,1221,3,0,1396,661.0,1375,2014-01-11 02:40:57.950,12,1
1376,701.0,<the-moon>,2014-01-10 01:56:22.027,1384.0,12,13713,2,2,1384,473.0,1376,2014-01-10 08:21:44.040,12,1
1385,83.0,<units>,2014-01-10 08:21:49.813,1386.0,5,118,2,0,1386,473.0,1385,2014-01-10 09:21:51.870,6,0
1387,774.0,<solar-system><n-body-simulations><orrery>,2014-01-10 10:46:04.420,1404.0,9,885,1,0,1404,43.0,1387,2014-01-12 14:21:46.913,7,3
1388,749.0,<general-relativity>,2014-01-10 10:59:54.160,1395.0,1,136,1,16,1395,746.0,1388,2014-01-11 00:11:06.057,2,6
1392,92.0,<stellar-dynamics><astrophysics>,2014-01-10 17:38:07.320,1393.0,8,113,1,1,1393,633.0,1392,2014-01-10 20:46:53.307,6,1
1414,774.0,<star><nebula><star-formation>,2014-01-13 16:06:28.103,1422.0,17,614,2,3,1422,661.0,1414,2014-01-13 20:21:19.280,14,10
1423,749.0,<telescope><light><rotation>,2014-01-13 23:50:49.733,1424.0,4,96,1,0,1424,718.0,1423,2014-01-14 01:40:28.043,5,9
1426,749.0,<photography><redshift>,2014-01-14 09:30:18.450,1725.0,2,86,2,1,1725,1027.0,1426,2014-02-14 02:57:22.873,5,0
1427,749.0,<light><general-relativity><special-relativity>,2014-01-14 10:39:20.787,1430.0,9,701,1,0,1430,661.0,1427,2014-01-14 11:44:02.640,3,2
1443,802.0,<light><space-time>,2014-01-14 20:21:30.870,1446.0,19,13123,6,3,1446,718.0,1443,2014-01-14 22:09:21.853,15,8
1448,806.0,<galaxy><gamma-ray-bursts>,2014-01-15 02:10:00.010,1450.0,11,259,2,0,1450,13.0,1448,2014-01-15 05:42:56.677,6,0
1451,749.0,<gravity><general-relativity>,2014-01-15 10:04:36.763,1453.0,5,651,2,0,1453,661.0,1451,2014-01-15 12:43:07.740,8,1
1456,399.0,<amateur-observing><venus>,2014-01-15 19:43:21.020,1458.0,7,130,1,0,1458,746.0,1456,2014-01-15 20:36:29.577,4,2
1460,813.0,<black-hole><universe><mass>,2014-01-15 22:15:07.253,1462.0,6,1919,2,5,1462,746.0,1460,2014-01-15 22:57:38.137,6,8
1470,749.0,<radiation><gamma-ray-bursts>,2014-01-16 18:08:05.497,1487.0,7,110,2,0,1487,633.0,1470,2014-01-18 10:27:44.890,2,1
1472,401.0,<the-moon>,2014-01-16 21:57:05.267,1491.0,5,92,1,0,1491,494.0,1472,2014-01-18 13:57:18.413,4,7
1473,460.0,<star><galaxy><light><speed>,2014-01-17 09:04:45.153,1475.0,2,534,1,2,1475,823.0,1473,2014-01-17 10:11:29.510,9,5
1479,828.0,<space>,2014-01-17 17:14:57.007,1480.0,18,1646,1,2,1480,13.0,1479,2014-01-17 18:00:23.683,11,1
1482,257.0,<orbit><natural-satellites>,2014-01-18 01:57:45.250,1483.0,5,452,1,1,1483,473.0,1482,2014-01-18 03:18:03.880,5,0
1493,749.0,<special-relativity>,2014-01-18 18:14:45.903,1495.0,1,254,2,4,1495,661.0,1493,2014-01-18 19:30:48.093,6,0
1498,844.0,<expansion><cosmological-inflation><matter>,2014-01-20 22:04:35.963,1500.0,8,287,2,0,1500,661.0,1498,2014-01-21 00:29:43.120,6,1
1503,850.0,<the-moon><earth><near-earth-object>,2014-01-21 21:30:54.017,1504.0,6,1551,1,1,1504,473.0,1503,2014-01-21 21:36:55.240,4,6
1507,828.0,<planet><venus>,2014-01-22 16:12:52.687,1817.0,5,627,2,5,1817,746.0,1507,2014-02-22 19:49:36.030,1,0
1509,537.0,<gravity><formation><natural-satellites><saturn><planetary-ring>,2014-01-22 20:28:49.457,1511.0,20,1246,3,0,1511,746.0,1509,2014-01-23 00:24:08.153,24,1
1512,96.0,<solar-system><temperature>,2014-01-23 09:04:10.547,1513.0,6,1097,1,2,1513,746.0,1512,2014-01-23 15:37:35.870,6,11
1514,537.0,<supernova><dark-matter><dark-energy><high-energy-astrophysics>,2014-01-23 19:12:34.553,1516.0,14,186,1,2,1516,746.0,1514,2014-01-23 19:53:32.263,7,0
1518,863.0,<orbit><solar-system><neptune><pluto>,2014-01-24 06:54:44.470,1521.0,29,4549,3,2,1521,864.0,1518,2014-01-24 11:14:42.007,25,2
1525,736.0,<light><general-relativity><space-time><speed>,2014-01-25 18:42:30.900,1534.0,4,155,1,1,1534,746.0,1525,2014-01-27 02:54:09.320,2,0
1531,871.0,<the-moon><earth>,2014-01-26 16:36:15.483,1532.0,5,28794,2,6,1532,13.0,1531,2014-01-26 17:56:12.877,12,1
1539,878.0,<the-moon>,2014-01-27 22:24:05.803,1540.0,8,6407,3,2,1540,13.0,1539,2014-01-27 22:43:19.497,16,2
1542,760.0,<big-bang-theory>,2014-01-28 09:11:51.807,1544.0,5,270,3,0,1544,823.0,1542,2014-01-28 13:11:15.880,2,0
1548,698.0,<galaxy><universe><dark-matter><dark-energy><galaxy-center>,2014-01-28 16:59:01.850,1549.0,16,1265,1,4,1549,889.0,1548,2014-01-28 20:19:48.493,15,7
1551,202.0,<orbit><solar-system><gravity><planet>,2014-01-29 01:26:46.003,1552.0,14,7948,5,0,1552,893.0,1551,2014-01-29 05:50:47.943,10,3
1556,900.0,<coordinate>,2014-01-29 15:52:56.023,1562.0,5,2225,1,3,1562,864.0,1556,2014-01-29 22:18:46.373,3,0
1563,257.0,<orbit><planet><orbital-migration>,2014-01-29 22:44:38.983,1565.0,3,103,2,0,1565,864.0,1563,2014-01-29 22:57:52.520,2,0
1564,698.0,<exoplanet><rotation><rogue-planet><movement>,2014-01-29 22:47:53.710,1566.0,4,693,2,1,1566,864.0,1564,2014-01-29 23:09:47.477,4,2
1568,257.0,<orbit><planet><orbital-migration>,2014-01-30 06:04:12.190,1569.0,5,146,1,0,1569,889.0,1568,2014-01-30 06:49:09.347,5,1
1573,900.0,<star>,2014-01-30 12:31:43.313,1578.0,2,1322,1,0,1578,746.0,1573,2014-01-30 13:57:08.087,2,8
1584,910.0,<cosmology><laws-of-physics><antimatter>,2014-01-31 15:33:42.933,1585.0,9,242,1,0,1585,746.0,1584,2014-01-31 15:48:22.697,4,1
1586,761.0,<milky-way><coordinate><size>,2014-01-31 22:33:47.083,1589.0,1,319,1,1,1589,746.0,1586,2014-02-01 02:34:13.190,2,4
1590,927.0,<planet><space-time><life>,2014-02-01 13:17:45.387,1591.0,10,275,3,0,1591,746.0,1590,2014-02-01 15:10:52.650,5,0
1592,202.0,<comets>,2014-02-01 16:33:21.397,1595.0,5,1240,2,0,1595,746.0,1592,2014-02-01 17:38:30.100,8,0
1593,761.0,<fundamental-astronomy><data-analysis>,2014-02-01 16:53:46.337,1598.0,4,273,2,0,1598,746.0,1593,2014-02-01 20:19:09.773,3,2
1594,862.0,<planet><solar-system>,2014-02-01 17:18:06.833,1597.0,1,2649,2,5,1597,864.0,1594,2014-02-01 20:13:08.023,4,0
1599,931.0,<earth><inclination>,2014-02-02 01:12:36.523,1600.0,2,3581,1,2,1600,889.0,1599,2014-02-02 06:57:45.163,4,3
1605,863.0,<the-moon><solar-system><planet><life>,2014-02-03 11:23:18.097,1608.0,15,322,1,0,1608,473.0,1605,2014-02-03 11:47:50.930,10,4
1606,942.0,<light><space-time><pulsar>,2014-02-03 11:25:59.923,1607.0,1,128,1,2,1607,473.0,1606,2014-02-03 11:42:48.860,3,4
1609,943.0,<amateur-observing><universe><light><big-bang-theory><early-universe>,2014-02-03 11:50:23.463,1615.0,3,753,2,4,1615,893.0,1609,2014-02-03 18:08:54.430,7,1
1611,36.0,<life>,2014-02-03 17:33:46.310,1667.0,15,1559,4,7,1667,562.0,1611,2014-02-07 20:57:52.347,5,1
1612,36.0,<europa>,2014-02-03 17:49:04.243,1616.0,2,147,1,3,1616,746.0,1612,2014-02-03 20:10:48.203,3,1
1620,943.0,<space><big-bang-theory>,2014-02-04 08:19:15.427,1629.0,3,152,1,0,1629,746.0,1620,2014-02-04 15:33:04.980,2,0
1621,927.0,<planet><exoplanet><neptune><gas-giants>,2014-02-04 09:58:43.600,1630.0,4,3153,3,1,1630,746.0,1621,2014-02-04 16:01:02.887,6,9
1624,949.0,<universe>,2014-02-04 13:15:07.070,1626.0,6,259,3,1,1626,473.0,1624,2014-02-04 15:19:14.733,6,1
1632,62.0,<black-hole><gravity><supermassive-black-hole>,2014-02-05 03:44:10.177,1673.0,5,241,1,0,1673,927.0,1632,2014-02-08 08:02:55.040,4,0
1638,956.0,<star><orbit><galaxy><coordinate>,2014-02-05 15:16:09.867,1639.0,9,801,1,1,1639,45.0,1638,2014-02-05 16:30:13.530,3,5
1643,960.0,<telescope>,2014-02-06 02:57:49.503,1658.0,4,196,2,0,1658,420.0,1643,2014-02-07 03:30:47.340,2,0
1651,966.0,<galaxy>,2014-02-06 17:30:24.577,1728.0,22,8483,2,2,1728,1027.0,1651,2014-02-14 03:34:31.590,18,8
1657,969.0,<planet>,2014-02-07 01:53:26.377,1659.0,4,2195,3,4,1659,863.0,1657,2014-02-07 05:14:21.073,11,0
1661,756.0,<star><light><apparent-magnitude>,2014-02-07 09:08:43.483,1666.0,3,162,1,3,1666,562.0,1661,2014-02-07 20:16:11.967,5,0
1664,959.0,<cosmology>,2014-02-07 13:30:28.917,1766.0,6,91,1,0,1766,1038.0,1664,2014-02-17 06:42:35.227,2,0
1665,760.0,<galaxy><milky-way><formation>,2014-02-07 14:35:23.690,1672.0,9,1565,2,1,1672,128.0,1665,2014-02-08 04:19:14.847,8,0
1676,927.0,<star><gravity><neutron-star>,2014-02-08 10:12:02.823,1678.0,10,2021,2,3,1678,746.0,1676,2014-02-08 14:51:03.933,5,0
1679,980.0,<observational-astronomy>,2014-02-08 17:27:38.117,1680.0,3,149,1,1,1680,746.0,1679,2014-02-08 17:55:09.320,5,4
1685,62.0,<star>,2014-02-09 16:15:17.943,1689.0,3,6002,3,2,1689,276.0,1685,2014-02-09 21:21:04.090,10,1
1698,927.0,<black-hole><gravity><dark-matter>,2014-02-10 15:41:25.580,1702.0,2,216,1,1,1702,746.0,1698,2014-02-10 20:07:18.760,2,0
1700,900.0,<exoplanet>,2014-02-10 18:04:12.233,1701.0,5,240,2,0,1701,746.0,1700,2014-02-10 18:09:25.850,6,5
1707,760.0,<space-time><space>,2014-02-11 16:30:01.983,1710.0,1,458,1,0,1710,1000.0,1707,2014-02-11 17:54:13.653,3,0
1708,257.0,<star><solar-system><galaxy>,2014-02-11 17:16:54.663,1711.0,6,682,4,0,1711,562.0,1708,2014-02-11 21:11:18.153,6,1
1714,1015.0,<light><speed>,2014-02-13 06:53:37.757,1716.0,10,3832,2,7,1716,473.0,1714,2014-02-13 08:50:19.147,10,5
1715,1016.0,<planet><observational-astronomy><rogue-planet>,2014-02-13 07:02:50.463,1717.0,8,781,4,0,1717,941.0,1715,2014-02-13 11:04:32.557,1,3
1727,1015.0,<cosmology><laws-of-physics>,2014-02-14 03:18:30.783,1734.0,7,5302,2,0,1734,746.0,1727,2014-02-14 13:44:40.053,6,0
1732,92.0,<cosmology><cosmological-inflation>,2014-02-14 10:53:12.060,1739.0,3,125,1,0,1739,746.0,1732,2014-02-14 22:24:25.653,2,4
1733,1030.0,<gravity><earth><asteroids><natural-satellites><venus>,2014-02-14 12:10:05.960,1735.0,16,1443,2,1,1735,823.0,1733,2014-02-14 15:33:12.897,13,1
1737,1033.0,<earth><neutron-star>,2014-02-14 17:57:47.253,1738.0,4,634,2,0,1738,746.0,1737,2014-02-14 18:31:28.510,6,0
1746,202.0,<black-hole>,2014-02-15 13:38:12.350,1778.0,11,714,2,2,1778,1050.0,1746,2014-02-17 11:51:13.527,8,0
