QId_x,QUserId,QTags,QTime,QAcceptedAnswerId,QScore,QViewCount,QAnswerCount,QCommentCount,AId,AUserId,QId_y,ATime,AScore,ACommentCount
927,17.0,<poetry><edgar-allan-poe><wording-choice><the-raven>,2017-01-25 00:08:57.320,949.0,12,338,1,2,949,76.0,927,2017-01-25 12:01:53.633,13,2
928,121.0,<gertrude-chandler-warner><the-boxcar-children>,2017-01-25 00:26:12.377,929.0,8,288,1,0,929,85.0,928,2017-01-25 00:32:59.577,0,2
930,286.0,<poetry><robert-frost>,2017-01-25 00:49:46.833,968.0,10,833,3,1,968,84.0,930,2017-01-25 18:05:01.693,2,4
931,123.0,<poetry><robert-frost>,2017-01-25 01:19:44.520,932.0,4,460,2,4,932,123.0,931,2017-01-25 01:19:44.520,1,5
937,,<charles-dickens><unreliable-narrator>,2017-01-25 04:32:45.567,944.0,5,74,1,0,944,289.0,937,2017-01-25 09:10:58.947,6,0
948,143.0,<symbolism><short-stories><william-faulkner>,2017-01-25 11:54:56.693,1073.0,8,477,1,0,1073,,948,2017-01-27 14:46:11.433,4,0
952,143.0,<short-stories><jorge-luis-borges><spanish-literature>,2017-01-25 13:03:07.183,955.0,6,129,1,0,955,225.0,952,2017-01-25 13:27:56.447,11,0
956,32.0,<religion><watership-down><richard-adams>,2017-01-25 13:50:50.453,959.0,11,285,1,3,959,17.0,956,2017-01-25 14:43:55.043,17,2
957,32.0,<title><watership-down><richard-adams>,2017-01-25 14:01:44.797,958.0,10,375,1,0,958,41.0,957,2017-01-25 14:09:26.493,19,1
988,84.0,<german-literature>,2017-01-25 19:48:27.363,989.0,5,161,1,0,989,84.0,988,2017-01-25 19:48:27.363,1,2
991,143.0,<symbolism><short-stories><jorge-luis-borges><spanish-literature>,2017-01-25 20:35:34.427,996.0,8,355,1,0,996,225.0,991,2017-01-25 21:18:08.310,10,0
992,143.0,<short-stories><william-faulkner>,2017-01-25 20:59:12.910,997.0,3,39,1,1,997,71.0,992,2017-01-25 21:45:16.157,3,0
1012,186.0,<agatha-christie><hercule-poirot><quote-identification>,2017-01-26 05:22:24.657,1013.0,4,84,1,1,1013,72.0,1012,2017-01-26 05:45:46.913,10,0
1016,129.0,<j-r-r-tolkien><the-lord-of-the-rings><allegory>,2017-01-26 10:25:30.340,1018.0,13,1906,1,6,1018,129.0,1016,2017-01-26 10:37:34.133,21,1
1019,143.0,<short-stories><jorge-luis-borges><spanish-literature>,2017-01-26 11:05:17.113,1021.0,3,64,1,9,1021,80.0,1019,2017-01-26 11:39:15.133,7,0
1022,17.0,<symbolism><george-orwell><nineteen-eighty-four>,2017-01-26 12:00:04.057,1401.0,16,6576,3,0,1401,142.0,1022,2017-02-06 23:25:27.653,10,2
1023,80.0,<the-federalist-papers><alexander-hamilton>,2017-01-26 12:03:17.437,1567.0,9,80,1,5,1567,71.0,1023,2017-02-11 15:21:30.277,5,2
1025,143.0,<symbolism><short-stories><jorge-luis-borges><spanish-literature>,2017-01-26 12:22:47.213,1027.0,7,416,1,0,1027,17.0,1025,2017-01-26 12:37:11.937,8,1
1052,143.0,<short-stories><spanish-literature><jorge-luis-borges>,2017-01-26 21:30:34.127,1059.0,6,104,2,1,1059,17.0,1052,2017-01-26 23:56:45.053,9,5
1054,143.0,<short-stories><spanish-literature><jorge-luis-borges>,2017-01-26 21:41:57.517,1057.0,-3,170,2,0,1057,17.0,1054,2017-01-26 23:32:25.317,10,2
1062,143.0,<short-stories><spanish-literature><jorge-luis-borges>,2017-01-27 02:19:51.263,1067.0,7,305,2,0,1067,225.0,1062,2017-01-27 09:25:05.900,8,0
1068,58.0,<hardy-boys><franklin-w-dixon>,2017-01-27 09:30:36.753,1363.0,5,100,1,0,1363,58.0,1068,2017-02-05 11:51:19.483,5,0
1069,32.0,<lewis-carroll><alice-in-wonderland>,2017-01-27 11:15:40.840,1075.0,13,1119,1,1,1075,96.0,1069,2017-01-27 14:59:22.213,16,0
1070,143.0,<poetry><walt-whitman>,2017-01-27 11:55:32.090,1094.0,9,376,1,0,1094,132.0,1070,2017-01-28 06:56:47.603,9,0
1071,241.0,<story-identification>,2017-01-27 13:08:14.297,1074.0,8,75,1,0,1074,37.0,1071,2017-01-27 14:49:25.470,11,2
1072,30.0,<symbolism><short-stories><nathaniel-hawthorne>,2017-01-27 13:10:10.210,2085.0,8,1097,2,0,2085,1074.0,1072,2017-03-17 13:30:28.970,4,0
1076,71.0,<inspiration><sherlock-holmes><arthur-conan-doyle>,2017-01-27 15:01:21.953,1077.0,13,184,1,1,1077,71.0,1076,2017-01-27 15:01:21.953,13,4
1091,72.0,<meaning><the-rubaiyat><edward-fitzgerald><omar-khayyam>,2017-01-27 17:21:47.127,1092.0,7,138,1,0,1092,11.0,1091,2017-01-27 20:11:19.457,11,1
1100,120.0,<sun-tzu><the-art-of-war-sun-tzu>,2017-01-28 10:55:33.950,2389.0,6,150,1,3,2389,17.0,1100,2017-04-22 12:02:28.667,5,0
1104,17.0,<ernest-hemingway><for-whom-the-bell-tolls><historical-context>,2017-01-28 16:56:57.943,1138.0,14,425,1,0,1138,18.0,1104,2017-01-29 08:57:32.973,18,0
1120,71.0,<symbolism><poetry><alfred-tennyson>,2017-01-28 19:13:41.877,1237.0,16,293,1,4,1237,71.0,1120,2017-01-31 17:48:04.677,8,3
1129,,<poetry><allen-ginsberg><howl>,2017-01-29 00:29:45.227,1131.0,8,222,1,0,1131,71.0,1129,2017-01-29 01:27:22.413,7,2
1132,17.0,<pseudonym><robert-jordan><for-whom-the-bell-tolls>,2017-01-29 02:09:37.583,1133.0,10,203,1,1,1133,244.0,1132,2017-01-29 02:38:10.910,15,3
1134,341.0,<poetry><john-keats>,2017-01-29 05:59:13.800,1137.0,3,350,1,11,1137,289.0,1134,2017-01-29 07:53:19.160,14,5
1141,72.0,<story-identification>,2017-01-29 15:09:07.307,1142.0,11,103,1,0,1142,58.0,1141,2017-01-29 15:31:54.190,12,0
1144,343.0,<arabic-literature><one-thousand-and-one-nights>,2017-01-29 16:26:08.867,1149.0,12,1919,3,0,1149,72.0,1144,2017-01-29 19:50:26.463,12,3
1145,47.0,<poetry><harivansh-rai-bachchan><hindi-literature>,2017-01-29 16:35:03.860,1525.0,15,197,1,2,1525,195.0,1145,2017-02-11 06:05:34.150,10,1
1150,341.0,<poetry><meaning><john-keats>,2017-01-29 19:52:36.053,1300.0,6,201,2,3,1300,85.0,1150,2017-02-01 15:26:41.033,3,0
1154,244.0,<robert-jordan><pseudonym>,2017-01-29 22:49:55.687,1157.0,7,123,1,0,1157,17.0,1154,2017-01-30 02:26:13.953,7,0
1158,72.0,<inspiration><isaac-asimov><robert-silverberg>,2017-01-30 04:37:40.437,1167.0,4,69,1,0,1167,139.0,1158,2017-01-30 18:56:30.597,7,0
1161,58.0,<fictional-languages><artemis-fowl><eoin-colfer>,2017-01-30 13:29:40.403,1351.0,7,242,3,4,1351,17.0,1161,2017-02-04 16:09:10.570,6,0
1170,9.0,<pseudonym><panama-oxridge><tartan-of-thyme>,2017-01-30 21:13:25.550,2841.0,9,266,2,2,2841,17.0,1170,2017-06-27 13:56:59.217,7,0
1175,139.0,<polish-literature><stanislaw-lem>,2017-01-30 22:48:05.053,2233.0,13,134,1,0,2233,139.0,1175,2017-04-02 19:57:06.257,3,9
1177,291.0,<ted-chiang><story-of-your-life>,2017-01-30 23:04:49.447,1238.0,2,62,1,4,1238,20.0,1177,2017-01-31 18:12:22.300,2,5
1182,143.0,<translation><spanish-literature><carlos-ruiz-zafon><the-cemetery-of-forgotten-books>,2017-01-31 10:42:02.713,1228.0,10,102,2,0,1228,,1182,2017-01-31 15:51:54.347,13,0
1230,37.0,<lord-of-the-flies><william-golding><irony>,2017-01-31 16:52:20.317,1231.0,6,1095,2,0,1231,129.0,1230,2017-01-31 17:05:04.543,12,0
1285,95.0,<hindi-literature>,2017-02-01 08:15:54.210,1478.0,16,255,2,7,1478,225.0,1285,2017-02-09 12:47:37.400,5,0
1292,85.0,<curious-incident-dog-in-night-time><mark-haddon>,2017-02-01 14:35:51.337,1297.0,11,725,1,0,1297,17.0,1292,2017-02-01 14:49:17.053,12,2
1311,378.0,<reading-order><the-hero-with-1000-faces><joseph-campbell>,2017-02-01 18:30:52.117,1312.0,4,165,1,5,1312,29.0,1311,2017-02-01 19:07:33.283,6,0
1314,144.0,<french-literature><albert-camus>,2017-02-01 20:30:13.310,2824.0,11,79,1,3,2824,1743.0,1314,2017-06-27 06:00:42.013,6,0
1315,72.0,<rick-riordan><the-heroes-of-olympus><the-lost-hero>,2017-02-01 21:16:12.513,1316.0,2,43,1,0,1316,58.0,1315,2017-02-01 21:20:11.673,-1,0
1322,143.0,<terminology>,2017-02-02 11:06:33.007,1323.0,9,52,1,0,1323,99.0,1322,2017-02-02 14:07:58.110,6,0
1332,37.0,<symbolism><to-kill-a-mockingbird><meaning><harper-lee>,2017-02-02 18:51:51.193,1343.0,5,395,1,1,1343,123.0,1332,2017-02-03 23:03:14.577,6,0
1341,390.0,<religion><william-shakespeare><the-merchant-of-venice>,2017-02-03 18:31:22.197,1342.0,6,205,2,4,1342,20.0,1341,2017-02-03 19:19:17.857,13,5
1353,37.0,<gilbert-and-sullivan><historical-context>,2017-02-04 21:07:11.723,1355.0,9,752,1,0,1355,17.0,1353,2017-02-05 00:09:54.853,8,2
1356,220.0,<sherlock-holmes><arthur-conan-doyle>,2017-02-05 00:51:15.670,1358.0,11,479,2,0,1358,17.0,1356,2017-02-05 01:52:23.060,23,2
1362,143.0,<harper-lee><go-set-a-watchman>,2017-02-05 11:50:11.723,1395.0,11,133,1,2,1395,255.0,1362,2017-02-06 21:39:42.347,5,1
1364,9.0,<alice-in-wonderland><inspiration><lewis-carroll>,2017-02-05 13:30:25.123,1368.0,14,243,1,0,1368,17.0,1364,2017-02-05 14:13:53.420,16,4
1369,71.0,<symbolism><alfred-tennyson>,2017-02-05 14:42:27.247,1413.0,7,275,2,0,1413,289.0,1369,2017-02-07 09:02:58.673,5,0
1370,58.0,<the-bible><history-of-literature>,2017-02-05 16:32:20.447,1375.0,7,202,1,1,1375,80.0,1370,2017-02-05 21:35:22.113,10,0
1372,11.0,<symbolism><song-lyrics><simon-and-garfunkel>,2017-02-05 20:11:19.920,1376.0,14,8268,2,2,1376,85.0,1372,2017-02-05 21:41:40.087,15,2
1386,11.0,<isaac-asimov><the-naked-sun>,2017-02-06 15:53:33.413,1387.0,9,82,1,1,1387,58.0,1386,2017-02-06 16:59:41.627,9,0
1390,37.0,<symbolism><edgar-allan-poe><the-raven>,2017-02-06 19:20:25.280,1393.0,11,926,2,0,1393,20.0,1390,2017-02-06 20:11:48.537,9,2
1392,37.0,<gilbert-and-sullivan>,2017-02-06 19:43:27.427,1394.0,10,117,1,2,1394,9.0,1392,2017-02-06 20:19:31.297,1,4
1402,,<history-of-literature><religion><paradise-lost><john-milton>,2017-02-06 23:57:54.917,1475.0,15,183,1,3,1475,289.0,1402,2017-02-09 12:18:53.100,18,1
1406,17.0,<c-s-lewis><the-chronicles-of-narnia>,2017-02-07 02:03:28.893,1409.0,7,177,2,3,1409,406.0,1406,2017-02-07 05:18:32.283,8,0
1414,203.0,<blake-crouch><dark-matter>,2017-02-07 10:15:25.083,1422.0,2,141,1,0,1422,414.0,1414,2017-02-07 14:25:02.817,7,0
1415,203.0,<david-mitchell><slade-house>,2017-02-07 10:27:44.373,1722.0,5,63,1,1,1722,298.0,1415,2017-02-18 22:35:28.493,2,0
1418,186.0,<charles-dickens><nicholas-nickleby>,2017-02-07 13:53:16.073,1421.0,3,51,1,0,1421,58.0,1418,2017-02-07 14:14:05.600,6,1
1420,186.0,<reading-order><agatha-christie><hercule-poirot>,2017-02-07 14:00:25.027,1432.0,4,600,1,0,1432,139.0,1420,2017-02-07 21:06:15.483,5,0
1423,16.0,<legend-of-drizzt><r-a-salvatore>,2017-02-07 15:00:41.333,1448.0,13,180,1,7,1448,449.0,1423,2017-02-08 13:33:15.593,6,0
1427,129.0,<moby-dick><herman-melville>,2017-02-07 17:26:59.060,1428.0,42,4808,1,9,1428,129.0,1427,2017-02-07 17:27:21.927,51,5
1436,94.0,<william-shakespeare>,2017-02-07 23:03:34.583,1826.0,17,198,1,2,1826,391.0,1436,2017-02-24 22:22:28.450,4,0
1440,129.0,<jonathan-strange-and-mr-norrell><susanna-clarke>,2017-02-08 10:07:40.343,1449.0,8,137,1,0,1449,17.0,1440,2017-02-08 14:11:46.797,9,1
1450,37.0,<harper-lee><to-kill-a-mockingbird><go-set-a-watchman>,2017-02-08 14:50:47.997,2760.0,8,214,1,1,2760,1531.0,1450,2017-06-19 20:43:40.750,4,0
1453,143.0,<walden><henry-david-thoreau>,2017-02-08 20:39:08.940,1459.0,3,268,1,3,1459,58.0,1453,2017-02-09 09:01:50.447,4,0
1454,92.0,<memoirs-of-minister-pieter-bas><dutch-literature>,2017-02-08 20:40:03.003,1462.0,19,149,1,0,1462,168.0,1454,2017-02-09 09:24:39.090,11,2
1477,37.0,<william-golding><lord-of-the-flies>,2017-02-09 12:29:09.590,1479.0,5,1015,1,0,1479,225.0,1477,2017-02-09 12:59:43.367,16,0
1480,96.0,<short-stories><story-identification>,2017-02-09 13:20:26.557,1481.0,11,1722,1,0,1481,298.0,1480,2017-02-09 14:21:19.057,14,3
1482,85.0,<poetry><robert-frost>,2017-02-09 15:27:41.503,1483.0,6,179,1,0,1483,71.0,1482,2017-02-09 15:37:56.143,15,4
1486,72.0,<history-of-literature>,2017-02-09 18:09:20.313,1657.0,0,108,1,12,1657,57.0,1486,2017-02-13 23:17:27.173,4,0
1487,37.0,<greek-literature><myths><homer><the-iliad><the-odyssey>,2017-02-09 18:57:27.273,1526.0,10,363,2,3,1526,80.0,1487,2017-02-11 06:17:56.903,13,2
1489,56.0,<history-of-literature><nursery-rhyme>,2017-02-09 21:15:22.953,1490.0,68,8816,1,6,1490,94.0,1489,2017-02-09 22:26:03.377,50,6
1509,196.0,<james-joyce><finnegans-wake>,2017-02-10 15:10:03.973,1510.0,12,1401,2,6,1510,,1509,2017-02-10 15:19:47.077,14,2
1527,11.0,<character-analysis><russian-literature><alexander-pushkin>,2017-02-11 10:10:21.767,1566.0,10,334,1,2,1566,17.0,1527,2017-02-11 15:16:33.837,10,1
1568,17.0,<agatha-christie>,2017-02-11 15:47:30.367,1580.0,8,646,2,5,1580,289.0,1568,2017-02-12 04:05:53.940,8,0
1569,529.0,<french-literature><albert-camus><the-stranger>,2017-02-11 16:32:51.860,2611.0,11,292,3,0,2611,57.0,1569,2017-05-29 00:38:30.640,6,0
1571,11.0,<russian-literature><title>,2017-02-11 19:24:33.670,1572.0,13,1061,2,2,1572,17.0,1571,2017-02-11 20:32:50.430,12,4
1575,481.0,<reading-order><brandon-sanderson><cosmere>,2017-02-12 02:56:22.687,1579.0,5,174,1,5,1579,85.0,1575,2017-02-12 03:24:30.937,7,3
1578,17.0,<history-of-literature><inklings>,2017-02-12 03:22:51.197,1631.0,15,458,2,0,1631,120.0,1578,2017-02-12 15:46:51.317,9,0
1640,541.0,<nineteen-eighty-four><comics><intertextuality><alan-moore><v-for-vendetta>,2017-02-13 14:10:38.437,2091.0,15,466,2,0,2091,11.0,1640,2017-03-18 12:47:14.307,3,0
1641,37.0,<george-orwell><nineteen-eighty-four><inspiration>,2017-02-13 14:10:56.767,1642.0,79,19560,4,0,1642,58.0,1641,2017-02-13 14:46:01.450,101,2
1643,186.0,<charles-dickens><nicholas-nickleby>,2017-02-13 15:36:56.057,1660.0,5,45,1,0,1660,168.0,1643,2017-02-14 00:55:07.340,5,0
1649,9.0,<symbolism><nursery-rhyme>,2017-02-13 17:39:48.830,1651.0,5,528,1,0,1651,37.0,1649,2017-02-13 18:46:14.983,10,2
1664,577.0,<symbolism><moby-dick><herman-melville>,2017-02-14 14:32:45.827,1665.0,9,301,1,0,1665,129.0,1664,2017-02-14 15:08:38.243,8,1
1674,37.0,<greek-literature><historical-context><homer><the-odyssey>,2017-02-15 00:56:51.303,1779.0,18,1388,1,1,1779,289.0,1674,2017-02-21 12:38:59.330,18,6
1676,481.0,<comics><alan-moore><watchmen>,2017-02-15 03:42:44.047,1682.0,36,5560,2,14,1682,11.0,1676,2017-02-15 11:34:28.020,22,4
1679,129.0,<poetry><inspiration><myths><william-butler-yeats>,2017-02-15 09:25:22.990,1825.0,8,141,1,0,1825,391.0,1679,2017-02-24 21:23:19.960,7,2
1683,15.0,<poetry><publication><robert-frost>,2017-02-15 14:40:35.830,1684.0,5,302,1,1,1684,168.0,1683,2017-02-15 14:58:39.987,8,2
1695,143.0,<harper-lee><to-kill-a-mockingbird>,2017-02-16 10:31:43.890,1699.0,0,124,1,0,1699,37.0,1695,2017-02-16 15:27:59.380,6,0
1701,15.0,<mark-twain>,2017-02-16 19:36:19.727,1702.0,20,1879,1,1,1702,262.0,1701,2017-02-16 19:57:08.390,21,3
1704,271.0,<inspiration><terry-pratchett>,2017-02-17 02:56:57.040,1707.0,10,91,2,2,1707,99.0,1704,2017-02-17 08:57:43.293,13,3
1710,17.0,<short-stories><inspiration><folk-tales>,2017-02-18 01:28:56.957,1715.0,6,494,2,0,1715,71.0,1710,2017-02-18 14:27:26.890,5,0
1717,686.0,<meaning><tinker-tailor-soldier-spy><john-le-carre>,2017-02-18 17:00:13.950,1718.0,14,1005,1,0,1718,679.0,1717,2017-02-18 17:19:59.217,15,7
1720,286.0,<symbolism>,2017-02-18 21:55:10.730,1721.0,4,82,1,1,1721,262.0,1720,2017-02-18 22:07:02.307,5,0
1724,80.0,<history-of-literature><tropes>,2017-02-19 00:11:11.553,1728.0,40,2821,2,4,1728,17.0,1724,2017-02-19 02:59:18.460,36,4
1740,115.0,<poetry><meaning><william-blake>,2017-02-19 21:43:53.060,1741.0,9,1662,1,0,1741,115.0,1740,2017-02-19 21:43:53.060,7,1
1743,17.0,<pseudonym><john-le-carre>,2017-02-20 00:18:22.990,1759.0,10,400,3,1,1759,567.0,1743,2017-02-20 11:51:56.820,4,0
1754,203.0,<the-physics-of-the-dead><luke-smitherd>,2017-02-20 08:45:40.330,2119.0,5,112,1,1,2119,1104.0,1754,2017-03-21 04:37:50.213,6,2
1757,129.0,<kenneth-grahame><the-wind-in-the-willows>,2017-02-20 10:05:16.663,1831.0,13,116,1,0,1831,71.0,1757,2017-02-25 00:46:53.153,6,1
1771,481.0,<atlas-shrugged><ayn-rand>,2017-02-21 02:32:09.393,1772.0,6,274,1,5,1772,481.0,1771,2017-02-21 02:32:09.393,6,0
1780,15.0,<mark-twain>,2017-02-21 14:47:11.570,1847.0,14,423,2,0,1847,17.0,1780,2017-02-26 14:31:33.710,5,3
1788,357.0,<robert-jordan><wheel-of-time>,2017-02-22 13:17:10.850,1789.0,4,1114,1,2,1789,85.0,1788,2017-02-22 13:41:32.237,8,1
1790,481.0,<short-stories><kay-chronister>,2017-02-22 16:26:14.377,1800.0,7,691,2,11,1800,225.0,1790,2017-02-23 14:21:25.007,10,3
1791,793.0,<russian-literature><leo-tolstoy><war-and-peace>,2017-02-22 19:25:52.060,1893.0,12,119,1,10,1893,262.0,1791,2017-03-02 20:44:17.063,6,0
1792,793.0,<c-s-lewis><the-chronicles-of-narnia>,2017-02-22 19:43:30.260,1858.0,16,316,1,2,1858,255.0,1792,2017-02-27 23:47:26.153,5,0
1797,181.0,<translation><russian-literature><vladimir-nabokov>,2017-02-23 04:01:09.280,1805.0,11,123,1,2,1805,104.0,1797,2017-02-23 22:03:29.287,7,0
1801,72.0,<story-identification><short-stories>,2017-02-23 16:27:43.563,1802.0,14,1020,1,0,1802,168.0,1801,2017-02-23 16:45:11.690,20,7
1804,793.0,<symbolism><ayn-rand><atlas-shrugged>,2017-02-23 21:14:20.383,1808.0,9,116,1,0,1808,31.0,1804,2017-02-24 05:01:23.667,11,1
1807,128.0,<story-identification><short-stories><russian-literature>,2017-02-24 04:58:13.007,1833.0,10,233,1,2,1833,128.0,1807,2017-02-25 02:37:37.417,11,0
1810,357.0,<robert-jordan><wheel-of-time>,2017-02-24 07:40:18.267,1817.0,0,91,1,0,1817,37.0,1810,2017-02-24 11:30:20.073,3,1
1811,9.0,<inspiration><historical-context><setting><around-the-world-80-days><jules-verne>,2017-02-24 07:45:40.350,1812.0,17,5597,2,10,1812,151.0,1811,2017-02-24 08:44:34.600,34,5
1816,819.0,<inspiration><history-of-literature>,2017-02-24 11:01:11.897,1824.0,1,99,1,0,1824,391.0,1816,2017-02-24 19:50:46.827,5,0
1828,840.0,<story-identification>,2017-02-24 23:48:03.967,1871.0,9,174,1,2,1871,96.0,1828,2017-02-28 15:54:19.567,5,0
1829,17.0,<theater>,2017-02-24 23:53:58.953,1832.0,8,1000,1,2,1832,391.0,1829,2017-02-25 00:49:10.643,13,0
1837,793.0,<symbolism><character-analysis><ayn-rand><atlas-shrugged>,2017-02-25 04:02:29.800,2171.0,4,171,2,4,2171,793.0,1837,2017-03-24 18:14:19.317,2,0
1841,115.0,<character-analysis><c-s-lewis><the-chronicles-of-narnia><sexuality>,2017-02-25 17:43:02.523,1854.0,10,1313,3,12,1854,860.0,1841,2017-02-27 03:38:16.717,27,6
1845,793.0,<character-analysis><harper-lee><to-kill-a-mockingbird><go-set-a-watchman>,2017-02-26 04:10:35.430,1846.0,4,161,1,5,1846,143.0,1845,2017-02-26 13:13:42.283,6,0
1848,856.0,<quote-identification>,2017-02-26 14:53:29.943,1850.0,14,953,1,2,1850,57.0,1848,2017-02-26 19:54:14.443,24,8
1851,37.0,<harper-lee><to-kill-a-mockingbird><go-set-a-watchman>,2017-02-27 00:14:22.990,1853.0,11,150,1,0,1853,168.0,1851,2017-02-27 01:21:17.837,14,0
1860,17.0,<sherlock-holmes><arthur-conan-doyle>,2017-02-28 01:36:13.573,1862.0,12,453,1,1,1862,71.0,1860,2017-02-28 03:26:10.113,12,0
1864,677.0,<james-joyce>,2017-02-28 07:54:49.367,1869.0,18,4424,3,9,1869,104.0,1864,2017-02-28 14:37:15.640,36,2
1870,203.0,<neal-stephenson>,2017-02-28 14:45:43.820,1891.0,-1,119,1,8,1891,80.0,1870,2017-03-02 19:26:25.267,5,0
1878,291.0,<symbolism><religion><c-s-lewis><the-chronicles-of-narnia><meaning>,2017-03-01 19:31:47.860,1892.0,13,299,2,0,1892,76.0,1878,2017-03-02 20:05:53.730,10,0
1881,29.0,<story-identification>,2017-03-02 00:52:14.407,1882.0,7,112,1,0,1882,17.0,1881,2017-03-02 01:11:09.253,6,2
1887,907.0,<story-identification>,2017-03-02 10:16:52.113,1897.0,5,148,1,3,1897,203.0,1887,2017-03-03 07:52:31.870,12,1
1888,682.0,<story-identification>,2017-03-02 17:32:44.163,2770.0,9,128,1,5,2770,682.0,1888,2017-06-21 17:11:17.863,6,0
1895,914.0,<short-stories><story-identification><o-henry>,2017-03-03 00:31:40.910,1896.0,8,276,1,3,1896,869.0,1895,2017-03-03 07:24:47.480,11,2
1899,200.0,<philip-k-dick><the-man-in-the-high-castle>,2017-03-03 10:34:31.800,1900.0,0,3781,1,2,1900,,1899,2017-03-03 10:49:37.867,8,1
1901,56.0,<character-analysis><j-k-rowling><harry-potter><sexuality>,2017-03-03 14:48:31.953,1905.0,23,4315,1,2,1905,262.0,1901,2017-03-03 17:22:32.717,26,19
1907,17.0,<thomas-hardy><tess-of-the-durbervilles>,2017-03-03 23:53:46.630,1908.0,8,167,1,0,1908,,1907,2017-03-04 02:34:22.327,6,0
1915,9.0,<character-analysis><lord-of-the-flies><william-golding>,2017-03-04 15:53:17.200,1931.0,14,1397,2,5,1931,922.0,1915,2017-03-05 17:14:56.133,10,6
1925,68.0,<j-r-r-tolkien>,2017-03-04 23:04:19.577,1932.0,12,512,1,4,1932,869.0,1925,2017-03-05 19:49:21.680,7,8
1946,168.0,<inspiration><stephen-king>,2017-03-06 15:57:39.213,1979.0,9,273,1,4,1979,481.0,1946,2017-03-08 02:34:19.560,7,0
1947,793.0,<french-literature><samuel-beckett><waiting-for-godot>,2017-03-06 21:17:03.407,1959.0,7,68,1,0,1959,391.0,1947,2017-03-07 02:35:40.730,5,0
1955,17.0,<short-stories><spanish-literature><jorge-luis-borges>,2017-03-06 23:44:21.747,2004.0,11,160,2,3,2004,391.0,1955,2017-03-09 16:37:38.020,4,2
1956,121.0,<story-identification>,2017-03-06 23:54:08.820,1957.0,9,789,1,5,1957,72.0,1956,2017-03-07 00:32:36.373,21,0
1962,941.0,<symbolism><j-k-rowling><harry-potter>,2017-03-07 12:45:46.497,1965.0,29,8156,3,2,1965,17.0,1962,2017-03-07 13:15:17.503,37,4
1966,151.0,<a-j-hall><lust-over-pendle>,2017-03-07 14:12:54.060,2383.0,11,155,1,0,2383,1350.0,1966,2017-04-21 07:40:24.640,9,0
1971,793.0,<suzanne-collins><the-hunger-games>,2017-03-07 19:01:15.183,1973.0,4,206,1,7,1973,17.0,1971,2017-03-07 19:18:43.190,8,3
1972,793.0,<suzanne-collins><the-hunger-games>,2017-03-07 19:05:56.677,1975.0,7,88,1,8,1975,860.0,1972,2017-03-07 20:16:03.627,8,2
1982,96.0,<story-identification>,2017-03-08 04:05:08.210,1987.0,8,108,1,2,1987,869.0,1982,2017-03-08 16:45:21.357,4,0
1984,151.0,<story-identification><time-travel>,2017-03-08 12:07:15.683,1985.0,7,624,1,0,1985,17.0,1984,2017-03-08 12:18:08.903,11,0
1995,37.0,<character-analysis><j-k-rowling><harry-potter>,2017-03-08 23:30:32.263,2000.0,23,5107,1,5,2000,860.0,1995,2017-03-09 02:44:02.730,40,6
2009,41.0,<meaning><authorial-intent>,2017-03-09 18:59:50.263,2012.0,25,5105,6,4,2012,994.0,2009,2017-03-09 23:34:13.487,30,2
2024,168.0,<poetry><history-of-literature>,2017-03-10 09:33:26.567,2027.0,24,2469,1,0,2027,80.0,2024,2017-03-10 10:37:08.960,37,16
2032,168.0,<poetry><ian-fleming><james-bond><haiku>,2017-03-10 16:11:29.870,2033.0,9,743,1,0,2033,41.0,2032,2017-03-10 16:38:25.597,10,0
2044,391.0,<inspiration><neil-gaiman><the-sandman><morphine>,2017-03-12 01:23:31.953,2060.0,8,185,1,5,2060,11.0,2044,2017-03-13 20:50:57.967,8,0
2046,793.0,<character-analysis><french-literature><jean-paul-sartre><no-exit>,2017-03-12 02:13:54.460,2052.0,10,263,2,1,2052,225.0,2046,2017-03-12 12:41:31.983,6,0
2056,1042.0,<story-identification>,2017-03-13 00:27:27.323,2058.0,8,154,1,2,2058,168.0,2056,2017-03-13 05:59:09.100,14,1
2062,481.0,<publication><viktor-frankl>,2017-03-14 04:49:17.770,2063.0,3,76,1,0,2063,481.0,2062,2017-03-14 04:49:17.770,5,2
2067,25.0,<the-stars-are-legion><kameron-hurley>,2017-03-15 02:23:40.310,2071.0,6,81,1,1,2071,860.0,2067,2017-03-15 07:27:19.047,9,0
2068,17.0,<thomas-hardy><jude-the-obscure>,2017-03-15 02:38:44.997,2084.0,4,161,1,0,2084,186.0,2068,2017-03-17 08:28:55.540,3,2
2070,15.0,<mark-twain>,2017-03-15 04:34:23.740,2073.0,7,96,1,4,2073,17.0,2070,2017-03-15 13:13:35.517,8,0
2079,58.0,<tombquest><michael-northrop><video-games>,2017-03-16 16:27:10.013,2197.0,4,132,1,4,2197,58.0,2079,2017-03-27 08:46:31.470,6,0
2080,56.0,<name-significance>,2017-03-16 16:53:22.423,2082.0,18,252,1,15,2082,137.0,2080,2017-03-17 03:20:40.483,11,2
2092,17.0,<william-shakespeare><julius-caesar>,2017-03-18 17:49:24.603,2093.0,22,1980,1,5,2093,255.0,2092,2017-03-18 20:33:56.377,27,4
2101,58.0,<symbolism><comics>,2017-03-19 19:24:07.343,2103.0,17,9992,2,3,2103,17.0,2101,2017-03-19 20:44:13.273,18,0
